"","number","color"
"4334",4,"Blue"
"4335",5,"Blue"
"4336",6,"Black"
"4337",7,"Red"
"4338",8,"Black"
"4339",9,"Red"
"4340",10,"Black"
"4341",1,"Blue"
"4342",2,"Red"
"4343",3,"Black"
"4344",4,"Black"
"4345",5,"Black"
"4346",6,"Blue"
"4347",7,"Black"
"4348",8,"Blue"
"4349",9,"Red"
"4350",10,"Blue"
"4351",1,"Blue"
"4352",2,"Red"
"4353",3,"Red"
"4354",4,"Blue"
"4355",5,"Black"
"4356",6,"Blue"
"4357",7,"Blue"
"4358",8,"Blue"
"4359",9,"Blue"
"4360",10,"Black"
"4361",1,"Black"
"4362",2,"Red"
"4363",3,"Red"
"4364",4,"Blue"
"4365",5,"Black"
"4366",6,"Blue"
"4367",7,"Blue"
"4368",8,"Black"
"4369",9,"Black"
"4370",10,"Black"
"4371",1,"Black"
"4372",2,"Red"
"4373",3,"Red"
"4374",4,"Blue"
"4375",5,"Blue"
"4376",6,"Black"
"4377",7,"Black"
"4378",8,"Red"
"4379",9,"Red"
"4380",10,"Red"
"4381",1,"Black"
"4382",2,"Blue"
"4383",3,"Black"
"4384",4,"Black"
"4385",5,"Black"
"4386",6,"Black"
"4387",7,"Black"
"4388",8,"Blue"
"4389",9,"Red"
"4390",10,"Blue"
"4391",1,"Blue"
"4392",2,"Black"
"4393",3,"Black"
"4394",4,"Blue"
"4395",5,"Blue"
"4396",6,"Blue"
"4397",7,"Black"
"4398",8,"Blue"
"4399",9,"Blue"
"4400",10,"Red"
"4401",1,"Blue"
"4402",2,"Red"
"4403",3,"Blue"
"4404",4,"Red"
"4405",5,"Blue"
"4406",6,"Black"
"4407",7,"Black"
"4408",8,"Red"
"4409",9,"Red"
"4410",10,"Black"
"4411",1,"Black"
"4412",2,"Black"
"4413",3,"Red"
"4414",4,"Blue"
"4415",5,"Red"
"4416",6,"Blue"
"4417",7,"Blue"
"4418",8,"Blue"
"4419",9,"Black"
"4420",10,"Black"
"4421",1,"Blue"
"4422",2,"Red"
"4423",3,"Black"
"4424",4,"Blue"
"4425",5,"Black"
"4426",6,"Black"
"4427",7,"Red"
"4428",8,"Black"
"4429",9,"Red"
"4430",10,"Black"
"4431",1,"Blue"
"4432",2,"Blue"
"4433",3,"Blue"
"4434",4,"Red"
"4435",5,"Blue"
"4436",6,"Red"
"4437",7,"Black"
"4438",8,"Red"
"4439",9,"Black"
"4440",10,"Blue"
"4441",1,"Red"
"4442",2,"Blue"
"4443",3,"Black"
"4444",4,"Blue"
"4445",5,"Red"
"4446",6,"Blue"
"4447",7,"Red"
"4448",8,"Blue"
"4449",9,"Black"
"4450",10,"Blue"
"4451",1,"Red"
"4452",2,"Black"
"4453",3,"Blue"
"4454",4,"Red"
"4455",5,"Red"
"4456",6,"Black"
"4457",7,"Blue"
"4458",8,"Red"
"4459",9,"Red"
"4460",10,"Red"
"4461",1,"Black"
"4462",2,"Blue"
"4463",3,"Black"
"4464",4,"Red"
"4465",5,"Black"
"4466",6,"Black"
"4467",7,"Black"
"4468",8,"Red"
"4469",9,"Red"
"4470",10,"Red"
"4471",1,"Black"
"4472",2,"Black"
"4473",3,"Black"
"4474",4,"Black"
"4475",5,"Black"
"4476",6,"Blue"
"4477",7,"Blue"
"4478",8,"Black"
"4479",9,"Black"
"4480",10,"Red"
"4481",1,"Red"
"4482",2,"Red"
"4483",3,"Blue"
"4484",4,"Red"
"4485",5,"Blue"
"4486",6,"Blue"
"4487",7,"Black"
"4488",8,"Blue"
"4489",9,"Black"
"4490",10,"Red"
"4491",1,"Blue"
"4492",2,"Blue"
"4493",3,"Black"
"4494",4,"Blue"
"4495",5,"Red"
"4496",6,"Blue"
"4497",7,"Black"
"4498",8,"Red"
"4499",9,"Blue"
"4500",10,"Black"
"4501",1,"Black"
"4502",2,"Black"
"4503",3,"Red"
"4504",4,"Blue"
"4505",5,"Blue"
"4506",6,"Black"
"4507",7,"Black"
"4508",8,"Black"
"4509",9,"Black"
"4510",10,"Blue"
"4511",1,"Blue"
"4512",2,"Black"
"4513",3,"Black"
"4514",4,"Red"
"4515",5,"Blue"
"4516",6,"Blue"
"4517",7,"Blue"
"4518",8,"Black"
"4519",9,"Red"
"4520",10,"Red"
"4521",1,"Black"
"4522",2,"Black"
"4523",3,"Red"
"4524",4,"Red"
"4525",5,"Blue"
"4526",6,"Blue"
"4527",7,"Black"
"4528",8,"Blue"
"4529",9,"Blue"
"4530",10,"Black"
"4531",1,"Red"
"4532",2,"Black"
"4533",3,"Red"
"4534",4,"Black"
"4535",5,"Black"
"4536",6,"Black"
"4537",7,"Black"
"4538",8,"Black"
"4539",9,"Blue"
"4540",10,"Red"
"4541",1,"Red"
"4542",2,"Black"
"4543",3,"Blue"
"4544",4,"Black"
"4545",5,"Red"
"4546",6,"Black"
"4547",7,"Blue"
"4548",8,"Blue"
"4549",9,"Blue"
"4550",10,"Blue"
"4551",1,"Red"
"4552",2,"Black"
"4553",3,"Black"
"4554",4,"Black"
"4555",5,"Black"
"4556",6,"Blue"
"4557",7,"Blue"
"4558",8,"Black"
"4559",9,"Blue"
"4560",10,"Blue"
"4561",1,"Black"
"4562",2,"Red"
"4563",3,"Red"
"4564",4,"Blue"
"4565",5,"Black"
"4566",6,"Blue"
"4567",7,"Black"
"4568",8,"Red"
"4569",9,"Red"
"4570",10,"Black"
"4571",1,"Red"
"4572",2,"Black"
"4573",3,"Black"
"4574",4,"Blue"
"4575",5,"Red"
"4576",6,"Black"
"4577",7,"Black"
"4578",8,"Black"
"4579",9,"Red"
"4580",10,"Blue"
"4581",1,"Red"
"4582",2,"Black"
"4583",3,"Red"
"4584",4,"Red"
"4585",5,"Red"
"4586",6,"Red"
"4587",7,"Black"
"4588",8,"Black"
"4589",9,"Black"
"4590",10,"Blue"
"4591",1,"Red"
"4592",2,"Black"
"4593",3,"Blue"
"4594",4,"Black"
"4595",5,"Black"
"4596",6,"Black"
"4597",7,"Black"
"4598",8,"Red"
"4599",9,"Red"
"4600",10,"Blue"
"4601",1,"Red"
"4602",2,"Blue"
"4603",3,"Red"
"4604",4,"Black"
"4605",5,"Black"
"4606",6,"Blue"
"4607",7,"Blue"
"4608",8,"Blue"
"4609",9,"Black"
"4610",10,"Red"
"4611",1,"Blue"
"4612",2,"Black"
"4613",3,"Black"
"4614",4,"Blue"
"4615",5,"Blue"
"4616",6,"Blue"
"4617",7,"Blue"
"4618",8,"Black"
"4619",9,"Red"
"4620",10,"Black"
"4621",1,"Blue"
"4622",2,"Red"
"4623",3,"Black"
"4624",4,"Red"
"4625",5,"Black"
"4626",6,"Blue"
"4627",7,"Black"
"4628",8,"Red"
"4629",9,"Black"
"4630",10,"Red"
"4631",1,"Red"
"4632",2,"Red"
"4633",3,"Blue"
"4634",4,"Blue"
"4635",5,"Black"
"4636",6,"Red"
"4637",7,"Blue"
"4638",8,"Black"
"4639",9,"Blue"
"4640",10,"Black"
"4641",1,"Blue"
"4642",2,"Red"
"4643",3,"Black"
"4644",4,"Blue"
"4645",5,"Red"
"4646",6,"Black"
"4647",7,"Red"
"4648",8,"Blue"
"4649",9,"Black"
"4650",10,"Black"
"4651",1,"Red"
"4652",2,"Black"
"4653",3,"Black"
"4654",4,"Blue"
"4655",5,"Blue"
"4656",6,"Red"
"4657",7,"Red"
"4658",8,"Red"
"4659",9,"Blue"
"4660",10,"Blue"
"4661",1,"Blue"
"4662",2,"Red"
"4663",3,"Blue"
"4664",4,"Blue"
"4665",5,"Red"
"4666",6,"Black"
"4667",7,"Red"
"4668",8,"Red"
"4669",9,"Blue"
"4670",10,"Black"
"4671",1,"Black"
"4672",2,"Black"
"4673",3,"Red"
"4674",4,"Blue"
"4675",5,"Blue"
"4676",6,"Black"
"4677",7,"Blue"
"4678",8,"Black"
"4679",9,"Red"
"4680",10,"Blue"
"4681",1,"Black"
"4682",2,"Black"
"4683",3,"Black"
"4684",4,"Blue"
"4685",5,"Black"
"4686",6,"Blue"
"4687",7,"Blue"
"4688",8,"Blue"
"4689",9,"Black"
"4690",10,"Red"
"4691",1,"Black"
"4692",2,"Red"
"4693",3,"Red"
"4694",4,"Red"
"4695",5,"Blue"
"4696",6,"Red"
"4697",7,"Blue"
"4698",8,"Black"
"4699",9,"Black"
"4700",10,"Blue"
"4701",1,"Blue"
"4702",2,"Blue"
"4703",3,"Blue"
"4704",4,"Red"
"4705",5,"Blue"
"4706",6,"Black"
"4707",7,"Red"
"4708",8,"Black"
"4709",9,"Red"
"4710",10,"Blue"
"4711",1,"Blue"
"4712",2,"Blue"
"4713",3,"Black"
"4714",4,"Black"
"4715",5,"Blue"
"4716",6,"Blue"
"4717",7,"Red"
"4718",8,"Blue"
"4719",9,"Blue"
"4720",10,"Blue"
"4721",1,"Black"
"4722",2,"Black"
"4723",3,"Blue"
"4724",4,"Blue"
"4725",5,"Red"
"4726",6,"Black"
"4727",7,"Black"
"4728",8,"Blue"
"4729",9,"Black"
"4730",10,"Blue"
"4731",1,"Black"
"4732",2,"Red"
"4733",3,"Red"
"4734",4,"Black"
"4735",5,"Black"
"4736",6,"Blue"
"4737",7,"Red"
"4738",8,"Blue"
"4739",9,"Blue"
"4740",10,"Blue"
"4741",1,"Blue"
"4742",2,"Red"
"4743",3,"Black"
"4744",4,"Black"
"4745",5,"Black"
"4746",6,"Blue"
"4747",7,"Red"
"4748",8,"Red"
"4749",9,"Red"
"4750",10,"Black"
"4751",1,"Blue"
"4752",2,"Blue"
"4753",3,"Black"
"4754",4,"Blue"
"4755",5,"Black"
"4756",6,"Red"
"4757",7,"Red"
"4758",8,"Blue"
"4759",9,"Black"
"4760",10,"Black"
"4761",1,"Black"
"4762",2,"Black"
"4763",3,"Red"
"4764",4,"Blue"
"4765",5,"Blue"
"4766",6,"Black"
"4767",7,"Black"
"4768",8,"Blue"
"4769",9,"Red"
"4770",10,"Black"
"4771",1,"Black"
"4772",2,"Blue"
"4773",3,"Red"
"4774",4,"Red"
"4775",5,"Red"
"4776",6,"Red"
"4777",7,"Black"
"4778",8,"Blue"
"4779",9,"Blue"
"4780",10,"Black"
"4781",1,"Red"
"4782",2,"Red"
"4783",3,"Black"
"4784",4,"Red"
"4785",5,"Blue"
"4786",6,"Blue"
"4787",7,"Black"
"4788",8,"Red"
"4789",9,"Black"
"4790",10,"Red"
"4791",1,"Blue"
"4792",2,"Black"
"4793",3,"Blue"
"4794",4,"Black"
"4795",5,"Blue"
"4796",6,"Red"
"4797",7,"Black"
"4798",8,"Red"
"4799",9,"Red"
"4800",10,"Blue"
"4801",1,"Red"
"4802",2,"Black"
"4803",3,"Black"
"4804",4,"Blue"
"4805",5,"Blue"
"4806",6,"Blue"
"4807",7,"Black"
"4808",8,"Black"
"4809",9,"Blue"
"4810",10,"Blue"
"4811",1,"Blue"
"4812",2,"Red"
"4813",3,"Blue"
"4814",4,"Black"
"4815",5,"Black"
"4816",6,"Blue"
"4817",7,"Black"
"4818",8,"Blue"
"4819",9,"Blue"
"4820",10,"Red"
"4821",1,"Blue"
"4822",2,"Black"
"4823",3,"Black"
"4824",4,"Blue"
"4825",5,"Blue"
"4826",6,"Blue"
"4827",7,"Blue"
"4828",8,"Black"
"4829",9,"Blue"
"4830",10,"Red"
"4831",1,"Black"
"4832",2,"Red"
"4833",3,"Blue"
"4834",4,"Red"
"4835",5,"Blue"
"4836",6,"Black"
"4837",7,"Black"
"4838",8,"Black"
"4839",9,"Red"
"4840",10,"Black"
"4841",1,"Red"
"4842",2,"Red"
"4843",3,"Blue"
"4844",4,"Red"
"4845",5,"Red"
"4846",6,"Red"
"4847",7,"Red"
"4848",8,"Black"
"4849",9,"Red"
"4850",10,"Black"
"4851",1,"Black"
"4852",2,"Blue"
"4853",3,"Black"
"4854",4,"Blue"
"4855",5,"Black"
"4856",6,"Blue"
"4857",7,"Red"
"4858",8,"Red"
"4859",9,"Red"
"4860",10,"Red"
"4861",1,"Red"
"4862",2,"Red"
"4863",3,"Blue"
"4864",4,"Black"
"4865",5,"Black"
"4866",6,"Red"
"4867",7,"Black"
"4868",8,"Blue"
"4869",9,"Black"
"4870",10,"Black"
"4871",1,"Red"
"4872",2,"Blue"
"4873",3,"Blue"
"4874",4,"Blue"
"4875",5,"Red"
"4876",6,"Black"
"4877",7,"Red"
"4878",8,"Blue"
"4879",9,"Red"
"4880",10,"Blue"
"4881",1,"Red"
"4882",2,"Red"
"4883",3,"Blue"
"4884",4,"Black"
"4885",5,"Red"
"4886",6,"Black"
"4887",7,"Blue"
"4888",8,"Blue"
"4889",9,"Black"
"4890",10,"Black"
"4891",1,"Red"
"4892",2,"Black"
"4893",3,"Blue"
"4894",4,"Blue"
"4895",5,"Blue"
"4896",6,"Black"
"4897",7,"Black"
"4898",8,"Blue"
"4899",9,"Red"
"4900",10,"Blue"
"4901",1,"Black"
"4902",2,"Red"
"4903",3,"Blue"
"4904",4,"Blue"
"4905",5,"Blue"
"4906",6,"Red"
"4907",7,"Blue"
"4908",8,"Red"
"4909",9,"Red"
"4910",10,"Red"
"4911",1,"Red"
"4912",2,"Blue"
"4913",3,"Red"
"4914",4,"Black"
"4915",5,"Black"
"4916",6,"Blue"
"4917",7,"Black"
"4918",8,"Blue"
"4919",9,"Black"
"4920",10,"Blue"
"4921",1,"Blue"
"4922",2,"Black"
"4923",3,"Blue"
"4924",4,"Red"
"4925",5,"Black"
"4926",6,"Black"
"4927",7,"Black"
"4928",8,"Blue"
"4929",9,"Black"
"4930",10,"Black"
"4931",1,"Red"
"4932",2,"Red"
"4933",3,"Red"
"4934",4,"Red"
"4935",5,"Blue"
"4936",6,"Blue"
"4937",7,"Black"
"4938",8,"Black"
"4939",9,"Black"
"4940",10,"Black"
"4941",1,"Red"
"4942",2,"Blue"
"4943",3,"Red"
"4944",4,"Red"
"4945",5,"Blue"
"4946",6,"Blue"
"4947",7,"Red"
"4948",8,"Red"
"4949",9,"Black"
"4950",10,"Red"
"4951",1,"Black"
"4952",2,"Black"
"4953",3,"Blue"
"4954",4,"Red"
"4955",5,"Blue"
"4956",6,"Red"
"4957",7,"Black"
"4958",8,"Black"
"4959",9,"Red"
"4960",10,"Red"
"4961",1,"Black"
"4962",2,"Black"
"4963",3,"Black"
"4964",4,"Red"
"4965",5,"Red"
"4966",6,"Blue"
"4967",7,"Red"
"4968",8,"Black"
"4969",9,"Black"
"4970",10,"Black"
"4971",1,"Red"
"4972",2,"Red"
"4973",3,"Blue"
"4974",4,"Blue"
"4975",5,"Black"
"4976",6,"Black"
"4977",7,"Blue"
"4978",8,"Red"
"4979",9,"Red"
"4980",10,"Red"
"4981",1,"Black"
"4982",2,"Blue"
"4983",3,"Blue"
"4984",4,"Red"
"4985",5,"Black"
"4986",6,"Blue"
"4987",7,"Red"
"4988",8,"Black"
"4989",9,"Black"
"4990",10,"Black"
"4991",1,"Black"
"4992",2,"Blue"
"4993",3,"Black"
"4994",4,"Black"
"4995",5,"Red"
"4996",6,"Blue"
"4997",7,"Blue"
"4998",8,"Red"
"4999",9,"Blue"
"5000",10,"Black"
"5001",1,"Red"
"5002",2,"Blue"
"5003",3,"Blue"
"5004",4,"Red"
"5005",5,"Blue"
"5006",6,"Black"
"5007",7,"Blue"
"5008",8,"Red"
"5009",9,"Red"
"5010",10,"Black"
"5011",1,"Blue"
"5012",2,"Black"
"5013",3,"Blue"
"5014",4,"Black"
"5015",5,"Red"
"5016",6,"Black"
"5017",7,"Red"
"5018",8,"Black"
"5019",9,"Red"
"5020",10,"Black"
"5021",1,"Black"
"5022",2,"Black"
"5023",3,"Blue"
"5024",4,"Red"
"5025",5,"Blue"
"5026",6,"Blue"
"5027",7,"Black"
"5028",8,"Red"
"5029",9,"Black"
"5030",10,"Black"
"5031",1,"Blue"
"5032",2,"Black"
"5033",3,"Black"
"5034",4,"Black"
"5035",5,"Black"
"5036",6,"Red"
"5037",7,"Blue"
"5038",8,"Black"
"5039",9,"Red"
"5040",10,"Red"
"5041",1,"Red"
"5042",2,"Red"
"5043",3,"Red"
"5044",4,"Blue"
"5045",5,"Red"
"5046",6,"Black"
"5047",7,"Red"
"5048",8,"Red"
"5049",9,"Blue"
"5050",10,"Red"
"5051",1,"Blue"
"5052",2,"Black"
"5053",3,"Red"
"5054",4,"Blue"
"5055",5,"Black"
"5056",6,"Black"
"5057",7,"Blue"
"5058",8,"Blue"
"5059",9,"Blue"
"5060",10,"Black"
"5061",1,"Black"
"5062",2,"Black"
"5063",3,"Black"
"5064",4,"Red"
"5065",5,"Blue"
"5066",6,"Black"
"5067",7,"Black"
"5068",8,"Red"
"5069",9,"Blue"
"5070",10,"Black"
"5071",1,"Black"
"5072",2,"Black"
"5073",3,"Blue"
"5074",4,"Black"
"5075",5,"Red"
"5076",6,"Red"
"5077",7,"Red"
"5078",8,"Blue"
"5079",9,"Black"
"5080",10,"Blue"
"5081",1,"Blue"
"5082",2,"Black"
"5083",3,"Black"
"5084",4,"Black"
"5085",5,"Blue"
"5086",6,"Blue"
"5087",7,"Blue"
"5088",8,"Black"
"5089",9,"Black"
"5090",10,"Red"
"5091",1,"Black"
"5092",2,"Blue"
"5093",3,"Red"
"5094",4,"Red"
"5095",5,"Black"
"5096",6,"Black"
"5097",7,"Blue"
"5098",8,"Blue"
"5099",9,"Black"
"5100",10,"Red"
"5101",1,"Red"
"5102",2,"Black"
"5103",3,"Black"
"5104",4,"Blue"
"5105",5,"Black"
"5106",6,"Red"
"5107",7,"Black"
"5108",8,"Red"
"5109",9,"Blue"
"5110",10,"Black"
"5111",1,"Black"
"5112",2,"Black"
"5113",3,"Red"
"5114",4,"Black"
"5115",5,"Blue"
"5116",6,"Red"
"5117",7,"Red"
"5118",8,"Red"
"5119",9,"Red"
"5120",10,"Black"
"5121",1,"Red"
"5122",2,"Blue"
"5123",3,"Blue"
"5124",4,"Blue"
"5125",5,"Blue"
"5126",6,"Black"
"5127",7,"Black"
"5128",8,"Blue"
"5129",9,"Black"
"5130",10,"Red"
"5131",1,"Blue"
"5132",2,"Red"
"5133",3,"Black"
"5134",4,"Red"
"5135",5,"Black"
"5136",6,"Black"
"5137",7,"Black"
"5138",8,"Red"
"5139",9,"Black"
"5140",10,"Red"
"5141",1,"Blue"
"5142",2,"Red"
"5143",3,"Blue"
"5144",4,"Blue"
"5145",5,"Red"
"5146",6,"Red"
"5147",7,"Red"
"5148",8,"Blue"
"5149",9,"Red"
"5150",10,"Red"
"5151",1,"Red"
"5152",2,"Black"
"5153",3,"Blue"
"5154",4,"Black"
"5155",5,"Blue"
"5156",6,"Blue"
"5157",7,"Black"
"5158",8,"Red"
"5159",9,"Red"
"5160",10,"Red"
"5161",1,"Black"
"5162",2,"Black"
"5163",3,"Red"
"5164",4,"Blue"
"5165",5,"Red"
"5166",6,"Red"
"5167",7,"Red"
"5168",8,"Blue"
"5169",9,"Red"
"5170",10,"Black"
"5171",1,"Black"
"5172",2,"Red"
"5173",3,"Black"
"5174",4,"Blue"
"5175",5,"Black"
"5176",6,"Black"
"5177",7,"Red"
"5178",8,"Black"
"5179",9,"Blue"
"5180",10,"Blue"
"5181",1,"Blue"
"5182",2,"Blue"
"5183",3,"Blue"
"5184",4,"Red"
"5185",5,"Black"
"5186",6,"Red"
"5187",7,"Black"
"5188",8,"Red"
"5189",9,"Red"
"5190",10,"Black"
"5191",1,"Red"
"5192",2,"Red"
"5193",3,"Blue"
"5194",4,"Black"
"5195",5,"Blue"
"5196",6,"Blue"
"5197",7,"Blue"
"5198",8,"Black"
"5199",9,"Blue"
"5200",10,"Blue"
"5201",1,"Blue"
"5202",2,"Black"
"5203",3,"Red"
"5204",4,"Black"
"5205",5,"Red"
"5206",6,"Red"
"5207",7,"Blue"
"5208",8,"Black"
"5209",9,"Red"
"5210",10,"Black"
"5211",1,"Black"
"5212",2,"Red"
"5213",3,"Blue"
"5214",4,"Blue"
"5215",5,"Red"
"5216",6,"Blue"
"5217",7,"Blue"
"5218",8,"Black"
"5219",9,"Blue"
"5220",10,"Black"
"5221",1,"Black"
"5222",2,"Red"
"5223",3,"Red"
"5224",4,"Black"
"5225",5,"Blue"
"5226",6,"Black"
"5227",7,"Red"
"5228",8,"Black"
"5229",9,"Blue"
"5230",10,"Red"
"5231",1,"Blue"
"5232",2,"Black"
"5233",3,"Black"
"5234",4,"Blue"
"5235",5,"Red"
"5236",6,"Blue"
"5237",7,"Black"
"5238",8,"Black"
"5239",9,"Blue"
"5240",10,"Red"
"5241",1,"Red"
"5242",2,"Blue"
"5243",3,"Red"
"5244",4,"Black"
"5245",5,"Blue"
"5246",6,"Red"
"5247",7,"Black"
"5248",8,"Black"
"5249",9,"Blue"
"5250",10,"Black"
"5251",1,"Red"
"5252",2,"Red"
"5253",3,"Blue"
"5254",4,"Black"
"5255",5,"Blue"
"5256",6,"Black"
"5257",7,"Red"
"5258",8,"Blue"
"5259",9,"Red"
"5260",10,"Blue"
"5261",1,"Red"
"5262",2,"Black"
"5263",3,"Black"
"5264",4,"Red"
"5265",5,"Black"
"5266",6,"Blue"
"5267",7,"Black"
"5268",8,"Black"
"5269",9,"Blue"
"5270",10,"Black"
"5271",1,"Black"
"5272",2,"Red"
"5273",3,"Blue"
"5274",4,"Red"
"5275",5,"Blue"
"5276",6,"Black"
"5277",7,"Red"
"5278",8,"Blue"
"5279",9,"Blue"
"5280",10,"Red"
"5281",1,"Blue"
"5282",2,"Black"
"5283",3,"Blue"
"5284",4,"Blue"
"5285",5,"Black"
"5286",6,"Black"
"5287",7,"Black"
"5288",8,"Blue"
"5289",9,"Red"
"5290",10,"Red"
"5291",1,"Black"
"5292",2,"Red"
"5293",3,"Black"
"5294",4,"Black"
"5295",5,"Blue"
"5296",6,"Red"
"5297",7,"Black"
"5298",8,"Red"
"5299",9,"Red"
"5300",10,"Red"
"5301",1,"Black"
"5302",2,"Black"
"5303",3,"Red"
"5304",4,"Red"
"5305",5,"Blue"
"5306",6,"Black"
"5307",7,"Black"
"5308",8,"Blue"
"5309",9,"Red"
"5310",10,"Red"
"5311",1,"Red"
"5312",2,"Black"
"5313",3,"Black"
"5314",4,"Black"
"5315",5,"Black"
"5316",6,"Black"
"5317",7,"Black"
"5318",8,"Blue"
"5319",9,"Red"
"5320",10,"Red"
"5321",1,"Blue"
"5322",2,"Black"
"5323",3,"Black"
"5324",4,"Red"
"5325",5,"Black"
"5326",6,"Black"
"5327",7,"Red"
"5328",8,"Blue"
"5329",9,"Blue"
"5330",10,"Black"
"5331",1,"Black"
"5332",2,"Red"
"5333",3,"Black"
"5334",4,"Red"
"5335",5,"Blue"
"5336",6,"Blue"
"5337",7,"Blue"
"5338",8,"Black"
"5339",9,"Black"
"5340",10,"Red"
"5341",1,"Red"
"5342",2,"Black"
"5343",3,"Black"
"5344",4,"Blue"
"5345",5,"Red"
"5346",6,"Black"
"5347",7,"Blue"
"5348",8,"Red"
"5349",9,"Red"
"5350",10,"Black"
"5351",1,"Black"
"5352",2,"Blue"
"5353",3,"Red"
"5354",4,"Red"
"5355",5,"Red"
"5356",6,"Red"
"5357",7,"Blue"
"5358",8,"Black"
"5359",9,"Black"
"5360",10,"Red"
"5361",1,"Blue"
"5362",2,"Red"
"5363",3,"Black"
"5364",4,"Black"
"5365",5,"Black"
"5366",6,"Red"
"5367",7,"Black"
"5368",8,"Black"
"5369",9,"Blue"
"5370",10,"Blue"
"5371",1,"Red"
"5372",2,"Black"
"5373",3,"Blue"
"5374",4,"Blue"
"5375",5,"Black"
"5376",6,"Black"
"5377",7,"Red"
"5378",8,"Red"
"5379",9,"Red"
"5380",10,"Red"
"5381",1,"Blue"
"5382",2,"Black"
"5383",3,"Black"
"5384",4,"Red"
"5385",5,"Red"
"5386",6,"Black"
"5387",7,"Red"
"5388",8,"Red"
"5389",9,"Blue"
"5390",10,"Black"
"5391",1,"Red"
"5392",2,"Red"
"5393",3,"Red"
"5394",4,"Red"
"5395",5,"Black"
"5396",6,"Black"
"5397",7,"Blue"
"5398",8,"Black"
"5399",9,"Black"
"5400",10,"Red"
"5401",1,"Black"
"5402",2,"Red"
"5403",3,"Black"
"5404",4,"Black"
"5405",5,"Blue"
"5406",6,"Blue"
"5407",7,"Red"
"5408",8,"Black"
"5409",9,"Black"
"5410",10,"Black"
"5411",1,"Blue"
"5412",2,"Blue"
"5413",3,"Red"
"5414",4,"Red"
"5415",5,"Blue"
"5416",6,"Red"
"5417",7,"Red"
"5418",8,"Blue"
"5419",9,"Black"
"5420",10,"Red"
"5421",1,"Black"
"5422",2,"Blue"
"5423",3,"Black"
"5424",4,"Red"
"5425",5,"Black"
"5426",6,"Black"
"5427",7,"Red"
"5428",8,"Red"
"5429",9,"Black"
"5430",10,"Red"
"5431",1,"Blue"
"5432",2,"Red"
"5433",3,"Red"
"5434",4,"Blue"
"5435",5,"Blue"
"5436",6,"Red"
"5437",7,"Blue"
"5438",8,"Black"
"5439",9,"Black"
"5440",10,"Black"
"5441",1,"Red"
"5442",2,"Black"
"5443",3,"Blue"
"5444",4,"Red"
"5445",5,"Blue"
"5446",6,"Red"
"5447",7,"Red"
"5448",8,"Red"
"5449",9,"Blue"
"5450",10,"Black"
"5451",1,"Black"
"5452",2,"Red"
"5453",3,"Black"
"5454",4,"Blue"
"5455",5,"Black"
"5456",6,"Black"
"5457",7,"Black"
"5458",8,"Black"
"5459",9,"Blue"
"5460",10,"Blue"
"5461",1,"Red"
"5462",2,"Red"
"5463",3,"Black"
"5464",4,"Red"
"5465",5,"Blue"
"5466",6,"Blue"
"5467",7,"Red"
"5468",8,"Black"
"5469",9,"Blue"
"5470",10,"Black"
"5471",1,"Black"
"5472",2,"Black"
"5473",3,"Black"
"5474",4,"Blue"
"5475",5,"Black"
"5476",6,"Black"
"5477",7,"Red"
"5478",8,"Red"
"5479",9,"Blue"
"5480",10,"Blue"
"5481",1,"Black"
"5482",2,"Blue"
"5483",3,"Black"
"5484",4,"Blue"
"5485",5,"Blue"
"5486",6,"Red"
"5487",7,"Blue"
"5488",8,"Red"
"5489",9,"Red"
"5490",10,"Blue"
"5491",1,"Black"
"5492",2,"Red"
"5493",3,"Red"
"5494",4,"Red"
"5495",5,"Black"
"5496",6,"Blue"
"5497",7,"Blue"
"5498",8,"Black"
"5499",9,"Black"
"5500",10,"Red"
"5501",1,"Red"
"5502",2,"Red"
"5503",3,"Red"
"5504",4,"Black"
"5505",5,"Red"
"5506",6,"Blue"
"5507",7,"Red"
"5508",8,"Black"
"5509",9,"Black"
"5510",10,"Red"
"5511",1,"Blue"
"5512",2,"Black"
"5513",3,"Blue"
"5514",4,"Red"
"5515",5,"Black"
"5516",6,"Blue"
"5517",7,"Red"
"5518",8,"Blue"
"5519",9,"Black"
"5520",10,"Black"
"5521",1,"Black"
"5522",2,"Blue"
"5523",3,"Red"
"5524",4,"Red"
"5525",5,"Blue"
"5526",6,"Black"
"5527",7,"Blue"
"5528",8,"Black"
"5529",9,"Black"
"5530",10,"Blue"
"5531",1,"Black"
"5532",2,"Black"
"5533",3,"Black"
"5534",4,"Black"
"5535",5,"Blue"
"5536",6,"Red"
"5537",7,"Red"
"5538",8,"Black"
"5539",9,"Blue"
"5540",10,"Black"
"5541",1,"Black"
"5542",2,"Black"
"5543",3,"Blue"
"5544",4,"Black"
"5545",5,"Black"
"5546",6,"Black"
"5547",7,"Blue"
"5548",8,"Black"
"5549",9,"Black"
"5550",10,"Black"
"5551",1,"Red"
"5552",2,"Blue"
"5553",3,"Black"
"5554",4,"Black"
"5555",5,"Red"
"5556",6,"Red"
"5557",7,"Black"
"5558",8,"Blue"
"5559",9,"Red"
"5560",10,"Red"
"5561",1,"Black"
"5562",2,"Red"
"5563",3,"Black"
"5564",4,"Red"
"5565",5,"Blue"
"5566",6,"Blue"
"5567",7,"Black"
"5568",8,"Blue"
"5569",9,"Black"
