country,treatment,categorynum,motive_selfimage,motive_harm,motive_detection,motive_reputation,contact_prob_own,reward,reward_prob,reward_USD,exp_reward_USD,socialdesirability,empathy_score,protectedvalues,owner_income,contact_prob_other,lost_wallet,lost_phone,lost_keys,found_wallet,found_phone,found_keys,appro_cheattaxes,appro_keepwallet,appro_claimbenefits,appro_parkdamage,nomoney,midmoney,nokey,highmoney,countryFE,money_in_wallet,money_in_wallet_int,RESTRICTED_SAMPLE
"USA",3,5,8,7,8,8,90,10,.5,10,5,4.3333335,2.2857144,4,0,50,1,0,1,1,0,1,-1,1,-1,-1,1,0,0,0,3,0,1,1
"USA",1,4,9,9,4,10,100,20,0,20,0,4.6666665,2,3.25,2,60.000004,1,0,0,0,1,1,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",3,5,6,6,6,6,80,10,.1,10,1,1.3333334,1.2857143,2.5,0,50,0,0,1,0,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,2,10,10,8,10,100,100,.80000001,100,80,2.3333333,2.4285715,5.5,1,90,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",1,2,5,0,0,2,10,5,.1,5,.5,1.8333334,2.1428571,3.5,0,10,0,0,1,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",2,5,10,6,5,2,100,5,0,5,0,1,2.2857144,4,0,50,1,0,1,1,0,1,1,1,-1,1,0,0,1,0,3,13.45,1,1
"USA",3,1,9,8,7,6,100,10,.2,10,2,1.5,2.8571429,3.25,2,100,0,0,1,1,0,1,1,2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,3,10,5,0,0,100,5,.1,5,.5,2.6666667,2.4285715,4.25,0,70,1,0,1,0,0,0,2,-2,-1,-1,0,1,0,0,3,13,1,1
"USA",4,4,2,8,7,7,90,5,0,5,0,1.8333334,2.2857144,3,0,20,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",1,4,0,8,5,8,70,1,.1,1,.1,1,2,3.75,0,50,1,0,1,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",2,2,10,10,8,10,100,20,.1,20,2,3.5,2.1428571,4.5,3,90,0,0,1,0,1,1,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,1,5,0,5,5,80,0,0,0,0,3.6666667,2.1428571,3.25,1,50,1,1,1,1,1,1,-1,-2,-1,-2,0,0,1,0,3,13.45,1,1
"USA",1,2,2,5,2,8,90,10,.1,10,1,2.1666667,2,3.5,1,80,1,0,1,0,0,0,2,-2,1,-1,0,1,0,0,3,13.41,1,1
"USA",2,1,10,5,6,8,100,2,0,2,0,2.8333333,1.4285715,4.5,1,100,0,0,0,1,1,1,-2,-2,-2,-2,0,0,1,0,3,13.59,1,1
"USA",1,5,10,9,10,10,100,4.5,.1,4.5,.45000002,2.6666667,2,6,-2,100,0,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,2,0,9,6,10,100,5,.1,5,.5,4,2.1428571,5.5,1,80,0,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,3,13.5,1,1
"USA",4,5,10,10,10,10,100,5,0,5,0,4,2,4,-1,50,0,0,0,0,1,0,1,1,-1,-1,0,0,0,1,3,93.78,0,0
"USA",4,2,10,10,10,10,100,2,0,2,0,3,2.7142856,5.75,0,50,0,0,1,0,0,0,1,1,-1,-1,0,0,0,1,3,94,1,1
"USA",1,5,10,5,5,10,100,5,0,5,0,3.1666667,1.8571428,6,3,90,1,0,1,0,1,1,-1,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",2,2,10,2,0,0,100,2,0,2,0,2.6666667,2.1428571,4.5,0,50,1,1,1,1,0,1,1,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",2,2,0,7,0,0,100,0,0,0,0,4.1666665,1.8571428,5.25,0,0,1,0,1,0,0,0,-1,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",3,1,0,0,0,0,50,20,0,20,0,1.8333334,2.1428571,2.75,0,60.000004,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,3,0,1,1
"USA",2,5,10,10,0,10,100,3,0,3,0,4.6666665,1.8571428,3,-3,100,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.25,1,1
"USA",4,5,10,10,5,10,100,10,0,10,0,3.3333333,2.1428571,4.5,1,80,1,0,0,0,0,1,-2,-2,-2,-2,0,0,0,1,3,94.73999999999999,1,1
"USA",1,1,0,5,8,10,100,0,.5,0,0,3.5,2,5.75,0,100,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.75,1,1
"USA",2,3,10,10,1,0,100,20,0,20,0,3,2.5714285,4.25,0,90,0,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,3,4,0,0
"USA",4,5,10,10,0,10,100,10,0,10,0,3.5,2.2857144,6,3,50,0,1,1,0,0,0,-2,-2,-2,-1,0,0,0,1,3,94.45,1,1
"USA",1,3,10,10,1,10,100,10,.1,10,1,1.8333334,2.2857144,5.5,2,70,1,1,1,0,1,1,-1,-2,-1,-2,0,1,0,0,3,13.45,1,1
"USA",1,1,10,8,5,10,100,10,.30000001,10,3,3,2.2857144,6,2,80,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",3,5,1,10,2,2,90,20,.5,20,10,2.5,2.2857144,4,2,70,1,0,1,1,0,0,-1,-2,-1,-2,1,0,0,0,3,0,1,1
"USA",1,1,10,10,4,10,100,5,.5,5,2.5,3.1666667,2.2857144,3.75,-1,70,0,0,0,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.75,1,1
"USA",3,5,10,5,9,8,100,5,.2,5,1,3.1666667,2,4.5,0,80,1,0,0,1,1,0,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",3,3,9,5,0,9,100,10,0,10,0,3.5,2.1428571,4.5,2,90,1,0,1,0,0,0,1,-2,1,1,1,0,0,0,3,0,1,1
"USA",4,5,10,10,4,5,100,10,.5,10,5,4.6666665,2.1428571,4.5,2,100,1,1,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,97,0,0
"USA",1,5,10,10,4,9,90,1,0,1,0,1.8333334,2.2857144,5.5,1,10,0,0,1,1,1,1,1,-2,-1,-1,0,1,0,0,3,13.45,1,1
"USA",4,3,10,10,10,0,100,10,0,10,0,3.8333333,2.4285715,3,1,50,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",1,1,0,10,2,9,100,5,.1,5,.5,4.3333335,2.1428571,6,1,90,1,0,1,0,0,0,-1,-2,-1,-1,0,1,0,0,3,13.15,1,1
"USA",3,5,2,7,1,2,80,5,.2,5,1,2.8333333,1.8571428,5.25,0,60.000004,0,0,0,1,0,0,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,5,10,5,1,9,100,3,.1,3,.30000001,2.6666667,1.8571428,5.25,1,0,1,0,0,1,0,1,-2,-2,-1,-1,0,1,0,0,3,13.47,1,1
"USA",4,2,9,10,10,10,100,50,.69999999,50,35,2.6666667,2,3.5,2,90,1,1,1,1,1,1,-2,2,-2,-2,0,0,0,1,3,94.95,1,1
"USA",3,3,4,6,8,7,90,10,.69999999,10,7,4,2.4285715,2.75,-1,70,1,0,0,0,1,0,-1,2,-1,-1,1,0,0,0,3,0,1,1
"USA",4,3,9,9,9,8,80,25.799999,.89999998,25.799999,23.219999,2.8333333,2.7142856,3,3,90,1,0,0,0,1,0,2,2,2,1,0,0,0,1,3,456,0,0
"USA",1,2,10,8,0,10,100,5,0,5,0,4.1666665,2.1428571,6,2,50,0,0,1,1,0,0,-1,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,3,9,6,0,0,100,3,.5,3,1.5,3,1.8571428,5,1,70,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,1,5,7,0,0,10,10,.1,10,1,1.5,1.7142857,1.5,0,50,0,0,0,1,0,0,1,-1,-1,-1,0,0,0,1,3,94,1,1
"USA",2,3,6,1,0,0,90,0,0,0,0,.5,2,2.25,0,90,0,0,0,0,0,0,-1,-2,-2,-2,0,0,1,0,3,13,1,1
"USA",4,1,10,10,10,10,100,50,1,50,50,2.6666667,2.8571429,3,3,100,0,1,1,1,1,1,2,2,2,2,0,0,0,1,3,94.95,1,1
"USA",3,2,0,9,3,10,100,10,.2,10,2,4.3333335,2.1428571,4.25,0,90,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,5,9,10,6,5,90,20,.2,20,4,1.8333334,2.1428571,3.75,1,50,1,0,1,1,0,1,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",1,3,0,4,0,0,80,13,0,13,0,3.1666667,2.8571429,3,1,10,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",3,1,10,6,0,0,100,0,0,0,0,2.5,1.7142857,3,2,30.000002,1,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,5,10,10,3,10,100,25,.5,25,12.5,2.6666667,2.2857144,3.5,2,90,1,0,1,0,0,0,1,-2,-1,1,0,0,0,1,3,94.45,1,1
"USA",3,3,1,10,2,9,100,0,0,0,0,3.3333333,2,4,0,90,0,0,0,0,0,1,-1,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,4,10,10,10,10,100,10,0,10,0,3.1666667,2.1428571,4.25,3,70,0,0,0,0,0,1,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",1,5,10,5,3,10,100,5,0,5,0,4.3333335,2.4285715,5,2,30.000002,0,1,1,0,0,0,1,-2,-2,1,0,1,0,0,3,13.46,1,1
"USA",2,3,5,6,5,5,80,0,.1,0,0,2.5,2.1428571,3.5,-1,10,0,0,0,1,0,0,-2,-1,-2,1,0,0,1,0,3,13.45,1,1
"USA",2,3,8,3,3,7,80,3,.2,3,.60000002,1.8333334,2.1428571,3.5,1,70,1,0,1,0,0,0,-1,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",3,4,7,5,10,0,100,0,0,0,0,3.6666667,1.8571428,5.25,2,50,0,0,1,0,1,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,4,10,7,10,10,80,17.5,0,17.5,0,2.1666667,1.5714285,3,0,50,0,0,0,1,1,1,-1,1,1,2,0,1,0,0,3,13.45,1,1
"USA",4,2,10,10,6,9,100,20,.1,20,2,2.8333333,2.2857144,3,0,80,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,3,93,0,0
"USA",4,1,9,7,9,10,100,5,0,5,0,3,2.4285715,5.5,0,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",3,1,4,4,3,5,100,5,.1,5,.5,1.8333334,1.7142857,3.75,2,80,1,1,1,0,1,0,1,-2,-1,1,1,0,0,0,3,0,1,1
"USA",4,1,10,10,6,10,100,20,.30000001,20,6,2.8333333,2,5.5,2,80,0,0,0,0,0,0,-1,-2,-1,-2,0,0,0,1,3,94,1,1
"USA",4,3,10,9,2,10,100,25,.5,25,12.5,2.6666667,2.2857144,3.25,2,60.000004,0,1,0,1,1,0,-1,-1,1,1,0,0,0,1,3,94.36,1,1
"USA",2,5,5,3,2,5,90,0,0,0,0,2.5,2.1428571,4,0,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",1,1,10,9,8,8,100,5,0,5,0,1.6666666,1.7142857,3.25,0,90,1,0,1,0,0,0,-2,-2,-1,-1,0,1,0,0,3,13.45,1,1
"USA",2,1,10,7,7,7,100,5,0,5,0,2.3333333,2.2857144,3,2,100,1,0,1,1,1,1,-2,-2,-2,-1,0,0,1,0,3,13.45,1,1
"USA",2,4,10,7,10,10,100,5,0,5,0,2.5,2,4.5,-1,80,1,0,0,0,0,1,-1,-2,-2,-1,0,0,1,0,3,13.45,1,1
"USA",1,4,10,8,10,9,90,5,.1,5,.5,2.5,2,3.5,0,80,0,1,0,1,1,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",4,4,1,9,9,9,100,20,0,20,0,3.3333333,1.8571428,4.5,-1,80,0,0,1,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",2,5,2,2,3,7,50,17.5,0,17.5,0,1.5,2.1428571,3.75,0,30.000002,1,0,0,0,1,0,1,-2,-1,-1,0,0,1,0,3,13.45,1,1
"USA",3,4,0,5,6,6,100,5,0,5,0,3,2.1428571,5.5,1,100,0,0,0,0,1,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,5,8,8,4,6,90,5,.2,5,1,3,1.8571428,3.25,0,60.000004,1,0,0,1,0,1,-2,-2,-2,-2,0,1,0,0,3,13.27,1,1
"USA",3,2,3,6,5,6,80,20,0,20,0,2.8333333,2,4.75,1,60.000004,0,0,1,1,1,1,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",4,4,10,10,10,10,100,5,0,5,0,3.5,2.4285715,4.25,2,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",2,2,10,10,0,10,100,5,1,5,5,4,2.4285715,3.75,3,50,1,0,1,0,0,0,-2,2,-2,-2,0,0,1,0,3,17,0,0
"USA",1,3,10,10,0,10,100,5,0,5,0,2.8333333,2.5714285,3.75,0,100,1,0,0,1,0,1,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",4,2,10,8,7,8,100,1,.1,1,.1,3.5,2.2857144,4.25,2,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,97,0,0
"USA",1,1,10,10,10,10,100,5,0,5,0,4.6666665,2.2857144,6,0,50,0,0,0,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",1,2,3,5,3,4,100,5,.30000001,5,1.5,2.3333333,2.1428571,3,2,60.000004,0,0,0,0,0,0,-2,-1,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,4,1,10,10,8,100,5,.1,5,.5,1.6666666,1.8571428,3,1,90,1,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,3,13.85,1,1
"USA",3,2,0,5,2,2,100,0,0,0,0,1.3333334,2.1428571,3.5,1,50,0,0,0,0,0,0,-1,-1,-2,-1,1,0,0,0,3,0,1,1
"USA",1,1,1,8,1,3,90,2,.1,2,.2,3.8333333,2.1428571,3.25,-2,80,1,0,1,1,1,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,3,8,10,5,7,90,25,.40000001,25,10,1.8333334,2,3.5,0,70,0,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",2,4,10,3,10,10,100,3,0,3,0,1.6666666,2.2857144,2.25,2,90,1,0,0,0,0,0,1,-2,-1,-1,0,0,1,0,3,13.48,1,1
"USA",2,2,10,1,2,10,100,5,0,5,0,2.5,2.1428571,5.25,3,80,0,0,0,0,0,0,-2,-2,-2,-1,0,0,1,0,3,13.45,1,1
"USA",1,2,0,9,0,9,100,5,.2,5,1,1.5,2.2857144,3,0,70,1,1,1,0,0,0,1,2,-2,-1,0,1,0,0,3,13.45,1,1
"USA",2,2,10,5,10,8,100,17.5,.2,17.5,3.5,4,2,4.75,3,50,1,0,0,0,1,0,-1,-1,1,1,0,0,1,0,3,13.45,1,1
"USA",2,1,10,9,5,10,100,2,.1,2,.2,2.1666667,1.8571428,5.25,1,70,0,0,1,1,1,1,-2,-2,-2,-2,0,0,1,0,3,13.75,1,1
"USA",4,2,10,8,3,4,100,5,0,5,0,2.8333333,2.1428571,2.75,2,100,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,93,0,0
"USA",4,4,0,7,10,8,70,15,.2,15,3,2.6666667,3,3.75,0,100,0,0,0,1,1,0,1,1,2,-1,0,0,0,1,3,0,0,0
"USA",2,3,10,5,5,8,80,10,0,10,0,4,2.1428571,6,0,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,13.45,1,1
"USA",1,4,5,8,0,5,50,0,0,0,0,2.3333333,2.1428571,3.75,1,20,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,3,13,1,1
"USA",4,5,10,7,7,9,100,10,.2,10,2,2.1666667,1.5714285,3,0,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94.34999999999999,1,1
"USA",1,1,10,9,1,0,100,5,0,5,0,3.6666667,2,5.75,2,50,1,0,0,1,0,0,-1,-2,-1,-2,0,1,0,0,3,13.45,1,1
"USA",3,4,10,10,5,10,100,0,0,0,0,3.3333333,2.2857144,3.5,3,100,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,4,8,8,8,9,100,10,.30000001,10,3,2.6666667,2.2857144,5,-1,90,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",4,1,10,7,5,4,100,25,.30000001,25,7.5000005,2.3333333,1.8571428,5.75,0,90,0,0,1,0,0,0,-1,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",3,5,4,6,0,2,90,20,.60000002,20,12,3,1.7142857,5.25,2,50,1,0,1,0,0,1,-1,-1,1,-1,1,0,0,0,3,0,1,1
"USA",3,4,9,7,5,7,100,10,0,10,0,1.8333334,2,3.75,1,90,0,0,0,1,1,1,-1,-2,-2,-1,1,0,0,0,3,0,1,1
"USA",4,2,10,10,0,0,100,0,0,0,0,3.8333333,2,5.25,1,100,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,3,94.45,1,1
"USA",4,1,8,7,4,8,80,15,.1,15,1.5,3,2.1428571,3,2,30.000002,0,1,1,1,1,0,-1,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",4,1,10,10,5,10,100,10,.5,10,5,2.5,2.4285715,4.25,2,90,0,1,0,1,0,0,-2,-2,-2,-2,0,0,0,1,3,92,0,0
"USA",2,1,9,2,2,8,100,5,0,5,0,2.5,2.1428571,3,-2,80,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,14.6,0,0
"USA",4,5,10,10,10,10,100,10,.1,10,1,3.8333333,2.2857144,5.25,3,70,0,0,0,1,0,1,-2,-2,-2,-2,0,0,0,1,3,97,0,0
"USA",4,3,10,9,10,10,100,20,.1,20,2,3,2,2.75,1,80,0,0,0,0,0,0,-1,-2,1,1,0,0,0,1,3,94.45,1,1
"USA",4,4,10,8,0,10,100,5,.2,5,1,2.1666667,2,3.25,3,60.000004,0,0,1,0,0,1,-2,-2,-2,-2,0,0,0,1,3,94.55,1,1
"USA",1,5,10,10,7,10,100,5,0,5,0,2.6666667,2,3.25,3,80,0,0,1,0,0,0,1,1,2,2,0,1,0,0,3,13.45,1,1
"USA",4,2,10,10,10,10,100,10,.5,10,5,2.8333333,2.1428571,4.25,2,50,1,0,1,0,0,0,-1,-2,-2,-2,0,0,0,1,3,94,1,1
"USA",1,1,7,8,8,2,80,5,0,5,0,3,2,3.25,1,40,0,0,0,0,0,0,2,2,2,2,0,1,0,0,3,13.45,1,1
"USA",1,4,10,9,1,10,100,5,0,5,0,2,2,4.25,2,50,1,1,1,0,0,1,-1,-2,-2,-1,0,1,0,0,3,13.42,1,1
"USA",3,3,10,1,0,9,100,5,0,5,0,3.3333333,2,4,1,90,0,0,0,0,1,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,3,10,4,4,6,100,5,.1,5,.5,2.8333333,2.2857144,5.75,2,20,1,0,1,1,0,0,2,-1,-1,1,0,1,0,0,3,13.45,1,1
"USA",3,3,10,10,4,6,100,20,.2,20,4,1.6666666,2,3,2,90,0,0,0,0,0,0,1,-2,-1,-1,1,0,0,0,3,0,1,1
"USA",2,4,10,10,10,10,100,50,.1,50,5,1.3333334,2,6,1,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,3,0,0,0
"USA",2,2,6,6,6,8,80,4,.1,4,.40000001,2.3333333,2,3.25,2,70,1,0,1,0,0,0,-1,-2,-1,-1,0,0,1,0,3,13.45,1,1
"USA",2,3,10,4,8,10,100,3,0,3,0,2.6666667,2.1428571,4,2,80,1,0,1,1,1,1,-2,-2,-2,-1,0,0,1,0,3,13.44,1,1
"USA",3,2,0,6,5,1,70,5,0,5,0,2.3333333,1.2857143,3.75,0,70,0,0,1,0,1,1,1,-2,1,-1,1,0,0,0,3,0,1,1
"USA",3,2,2,10,10,0,90,10,0,10,0,2.1666667,1.7142857,4.75,2,80,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,3,0,1,1
"USA",1,5,0,10,1,9,90,20,.5,20,10,4.6666665,2.2857144,4.5,0,50,1,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"USA",2,4,6,5,4,7,70,5,.1,5,.5,2.3333333,2.1428571,3,0,50,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,3,13.45,1,1
"USA",4,1,8,10,2,6,100,10,.5,10,5,1.6666666,1.8571428,2.5,2,50,0,0,0,1,1,0,-2,-2,-2,-2,0,0,0,1,3,94.23999999999999,1,1
"USA",2,5,10,10,10,10,100,5,0,5,0,3.1666667,2.7142856,6,3,80,1,0,0,0,1,0,1,-2,-2,1,0,0,1,0,3,13.85,1,1
"USA",2,5,0,10,10,0,100,5,0,5,0,3.8333333,2.2857144,5.25,3,50,0,0,1,1,1,1,1,-1,1,1,0,0,1,0,3,13.45,1,1
"USA",4,2,10,10,10,0,100,5,0,5,0,2.1666667,1.8571428,3.75,0,0,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,3,94.34999999999999,1,1
"USA",2,4,10,6,5,10,100,5,.1,5,.5,2.8333333,2.1428571,4.25,0,50,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,3,13.45,1,1
"USA",2,3,8,3,8,2,100,5,.1,5,.5,2.5,2,4.25,3,10,1,0,1,0,0,1,-2,-2,-2,-1,0,0,1,0,3,13.5,1,1
"USA",1,4,10,10,0,10,100,0,0,0,0,4.1666665,2.1428571,3,1,50,1,1,1,1,1,1,-2,-2,-2,-2,0,1,0,0,3,13.45,1,1
"USA",1,4,10,9,7,9,100,5,.2,5,1,1.3333334,1.8571428,5,1,90,1,0,0,0,0,0,-2,2,-2,-2,0,1,0,0,3,6,0,0
"USA",3,3,5,5,5,5,60.000004,1,.5,1,.5,3.5,2.2857144,3.25,0,50,0,0,0,0,0,0,-2,-1,-2,-2,1,0,0,0,3,0,1,1
"USA",1,3,10,10,1,10,90,1,0,1,0,1.6666666,2,3,0,80,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,3,13,1,1
"UK",3,1,10,10,1,8,100,0,.2,0,0,2,1.8571428,2.75,1,80,0,0,0,1,0,1,-1,-1,-2,-1,1,0,0,0,2,0,1,1
"UK",3,2,7,8,0,8,90,10,.5,15.823529,7.9117646,2.8333333,2.1428571,3.25,2,40,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",1,1,9,10,8,8,80,5,.40000001,7.9117646,3.164706,3.5,2.5714285,3.25,0,100,1,0,1,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,4,6,8,4,7,100,5,0,7.9117646,0,1.5,2,3.5,1,80,0,0,1,1,0,0,-2,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,5,0,7,3,0,100,20,.5,31.647058,15.823529,3.5,2.1428571,3,2,90,0,0,0,0,1,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,1,10,10,5,10,100,0,0,0,0,4.3333335,1.7142857,6,1,0,0,1,0,1,0,0,-2,-2,-2,-2,0,0,1,0,2,8.75,1,1
"UK",2,2,8,5,6,5,100,5,0,7.9117646,0,2.6666667,2.2857144,3.5,0,0,0,0,0,0,0,0,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",2,4,10,8,10,9,100,1,0,1.582353,0,4,2.1428571,5,1,90,0,0,1,1,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,4,0,9,10,10,100,5,.1,7.9117646,.7911765,2.1666667,2,4.5,1,90,0,0,1,1,0,1,-2,-2,-2,-1,0,0,0,1,2,58.5,1,1
"UK",2,3,8,3,3,7,100,2,0,3.164706,0,2.3333333,2.1428571,3,1,30.000002,0,0,0,0,0,0,1,-2,-1,-1,0,0,1,0,2,8.5,1,1
"UK",2,4,10,8,0,8,100,1,.1,1.582353,.1582353,2,2,4.25,-2,50,0,0,0,0,0,1,-1,-2,-2,-2,0,0,1,0,2,8.550000000000001,1,1
"UK",2,5,8,7,2,5,100,5,.1,7.9117646,.7911765,3,1.8571428,3.25,1,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,2,10,10,10,10,100,5,.1,7.9117646,.7911765,1.6666666,2.2857144,2.75,2,90,1,1,0,1,0,0,-2,2,-2,-1,0,0,0,1,2,58,1,1
"UK",3,3,5,7,3,7,60.000004,20,.1,31.647058,3.164706,3.1666667,2,3.75,0,30.000002,0,0,0,1,0,1,-2,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",4,1,5,10,0,0,100,1,0,1.582353,0,2.6666667,2.1428571,4.75,0,100,1,0,1,0,1,0,-2,-2,-2,1,0,0,0,1,2,30,0,0
"UK",1,1,2,8,2,3,60.000004,5,.60000002,7.9117646,4.7470589,1.1666666,2,3.75,2,60.000004,1,0,1,0,0,0,-1,-1,-1,-1,0,1,0,0,2,58.08,0,0
"UK",2,2,10,1,3,7,90,1,.1,1.582353,.1582353,1.8333334,2,3.75,0,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,3,10,10,6,6,100,20,.5,31.647058,15.823529,2.8333333,2.1428571,3,0,60.000004,0,0,0,0,0,0,-2,-1,-2,-1,0,0,0,1,2,58.5,1,1
"UK",2,1,0,5,0,0,100,1,.1,1.582353,.1582353,3.3333333,2,5.75,0,100,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,5,10,2,3,10,100,1,.1,1.582353,.1582353,3.5,2.2857144,4.75,0,80,1,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,5,10,10,7,7,100,10,.5,15.823529,7.9117646,3.5,2,5,2,70,0,1,0,1,0,0,-1,-2,-2,-2,0,0,1,0,2,58.46,0,0
"UK",2,5,10,6,10,7,100,2,.1,3.164706,.31647059,4,2,5,1,60.000004,0,1,0,1,1,0,1,-1,1,1,0,0,1,0,2,8.5,1,1
"UK",4,4,10,10,10,10,100,10,.2,15.823529,3.164706,3,2.1428571,5.5,1,100,1,0,0,0,1,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",4,3,6,8,4,7,20,5,.2,7.9117646,1.582353,1.5,2.5714285,3.25,-1,50,0,0,1,1,0,0,-2,-1,-2,-1,0,0,0,1,2,8.5,0,0
"UK",4,1,10,10,10,10,100,5,.1,7.9117646,.7911765,4.1666665,1.8571428,5,0,90,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.26,1,1
"UK",4,3,8,10,0,4,100,10,0,15.823529,0,2,2.1428571,4.5,1,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",2,3,9,6,2,8,100,2,0,3.164706,0,3,2.1428571,4.25,1,70,1,0,0,1,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,4,10,8,9,9,100,2,0,3.164706,0,1.5,1.7142857,4,0,80,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,2,58,1,1
